Tip document,Nr. factura,Data factura,Furnizor,Suma factura (lei),Baza TVA (lei),Baza TVA 0 (lei),Valoare TVA (lei)
Factura        ,88615,02.11.2022 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,812.64,682.86,0,129.78
Factura        ,540,03.11.2022 00:00:00,PRINT DEL SRL,4522,3800,0,722
Factura        ,14569,04.11.2022 00:00:00,PHONUS SRL,376.04,316,0,60.04
Factura        ,72217514,04.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,4569.6,3840,0,729.6
Factura        ,11096,07.11.2022 00:00:00,ROYAL INTERCOM SRL,5038.5,4233.94,0,804.56
Factura        ,549,07.11.2022 00:00:00,PRINT DEL SRL,4522,3800,0,722
Factura        ,7037972,07.11.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,429.45,360.88,0,68.57
Factura        ,72217933,10.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,2260.75,1899.75,0,361
Factura        ,72217974,10.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,9044,7600,0,1444
Factura        ,818571,10.11.2022 00:00:00,CONCRET CONSULT SRL,560.25,470.8,0,89.45
Factura        ,72218019,11.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,3474.76,2919.96,0,554.8
Factura        ,11106,14.11.2022 00:00:00,ROYAL INTERCOM SRL,713.96,599.96,0,114
Factura        ,72218204,15.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,2332.4,1960,0,372.4
Factura        ,8546,15.11.2022 00:00:00,KOLOS GROUP SRL,646.07,542.92,0,103.15
Factura        ,72218252,16.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,2380,2000,0,380
Factura        ,72218325,16.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,2729.46,2293.6,0,435.86
Factura        ,819589,16.11.2022 00:00:00,CONCRET CONSULT SRL,624.58,524.86,0,99.72
Factura        ,7038182,17.11.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,641.7,539.24,0,102.46
Factura        ,569,21.11.2022 00:00:00,PRINT DEL SRL,4522,3800,0,722
Factura        ,72218532,21.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,7139.9,5999.9,0,1140
Factura        ,572,22.11.2022 00:00:00,PRINT DEL SRL,4522,3800,0,722
Factura        ,7134134,22.11.2022 00:00:00,DACORA PRINT SRL,2902.41,2439,0,463.41
Factura        ,20575,23.11.2022 00:00:00,KOSYB GROUP S.R.L.,1016.26,854,0,162.26
Factura        ,14616,28.11.2022 00:00:00,PHONUS SRL,1700,1428.64,0,271.36
Factura        ,22140574,28.11.2022 00:00:00,SOF SERVICE SRL,504.98,424.33,0,80.65
Factura        ,578,28.11.2022 00:00:00,PRINT DEL SRL,4426.8,3720,0,706.8
Factura        ,72218988,28.11.2022 00:00:00,EUROPAPIER ROMANIA SRL,2332.4,1960,0,372.4
Factura        ,821873,29.11.2022 00:00:00,CONCRET CONSULT SRL,907.83,762.9,0,144.93
Factura        ,8610,29.11.2022 00:00:00,KOLOS GROUP SRL,2201.36,1849.86,0,351.5
Factura        ,580,05.12.2022 00:00:00,PRINT DEL SRL,4426.8,3720,0,706.8
Factura        ,7038435,05.12.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,1064.84,894.82,0,170.02
Factura        ,72219294,05.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,2332.4,1960,0,372.4
Factura        ,8633,05.12.2022 00:00:00,KOLOS GROUP SRL,1615.18,1357.29,0,257.89
Factura        ,72219478,07.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,681.87,573,0,108.87
Factura        ,14675,08.12.2022 00:00:00,PHONUS SRL,1735.02,1458,0,277.02
Factura        ,92512,08.12.2022 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,1447.33,1216.2,0,231.13
Factura        ,1136071,13.12.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,861.37,723.84,0,137.53
Factura        ,68925,13.12.2022 00:00:00,TRAOLI SRL,356,299.16,0,56.84
Factura        ,72219811,13.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,2332.4,1960,0,372.4
Factura        ,72219849,13.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,1304.23,1095.99,0,208.24
Factura        ,823731,13.12.2022 00:00:00,CONCRET CONSULT SRL,490.22,411.95,0,78.27
Factura        ,7038644,14.12.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,1944.46,1634,0,310.46
Factura        ,590,16.12.2022 00:00:00,PRINT DEL SRL,4426.8,3720,0,706.8
Factura        ,591,17.12.2022 00:00:00,PRINT DEL SRL,4426.8,3720,0,706.8
Factura        ,22150191,19.12.2022 00:00:00,SOF SERVICE SRL,262.49,220.58,0,41.91
Factura        ,72220190,19.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,12557.94,10552.87,0,2005.07
Factura        ,8714,19.12.2022 00:00:00,KOLOS GROUP SRL,2009.99,1689.07,0,320.92
Factura        ,7038783,20.12.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,196.95,165.5,0,31.45
Factura        ,11182,21.12.2022 00:00:00,ROYAL INTERCOM SRL,3779.25,3175.8,0,603.45
Factura        ,2166565,22.12.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,523.42,439.85,0,83.57
Factura        ,7038840,22.12.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,646.98,543.68,0,103.3
Factura        ,72220432,22.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,5069.4,4260,0,809.4
Factura        ,72220439,22.12.2022 00:00:00,EUROPAPIER ROMANIA SRL,4284,3600,0,684
Factura        ,72300140,06.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,1349.46,1134,0,215.46
Factura        ,1137403,09.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,732.49,615.54,0,116.95
Factura        ,7038955,09.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,856.16,719.46,0,136.7
Factura        ,720,09.01.2023 00:00:00,CONCRET CONSULT SRL,2005.76,1685.53,0,320.23
Factura        ,72300247,09.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,5452.57,4581.99,0,870.58
Factura        ,72300261,09.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,1308.88,1099.88,0,209
Factura        ,94550,09.01.2023 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,677.47,569.28,0,108.19
Factura        ,5,10.01.2023 00:00:00,PRINT DEL SRL,4212.6,3540,0,672.6
Factura        ,1137613,11.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,992.94,834.4,0,158.54
Factura        ,8,11.01.2023 00:00:00,PRINT DEL SRL,4212.6,3540,0,672.6
Factura        ,10,12.01.2023 00:00:00,PRINT DEL SRL,4212.6,3540,0,672.6
Factura        ,72300451,12.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,2618,2200,0,418
Factura        ,95053,13.01.2023 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,650.76,546.84,0,103.92
Factura        ,7039094,16.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,371.88,312.5,0,59.38
Factura        ,72300597,16.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,6842.33,5749.83,0,1092.5
Factura        ,72300656,16.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,3117.75,2619.95,0,497.8
Factura        ,1772,17.01.2023 00:00:00,POL INVEST SRL,854.1,717.73,0,136.37
Factura        ,21,20.01.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,72300973,20.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,1187.03,997.5,0,189.53
Factura        ,22,23.01.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,134859,26.01.2023 00:00:00,MULTI-JET S.R.L.,2239.22,1881.7,0,357.52
Factura        ,3608,26.01.2023 00:00:00,CONCRET CONSULT SRL,1895.43,1592.79,0,302.64
Factura        ,7039283,26.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,440.3,370,0,70.3
Factura        ,7039290,26.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,738.25,620.38,0,117.87
Factura        ,27,27.01.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,72301291,27.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,1851.61,1555.97,0,295.64
Factura        ,29,29.01.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,30,30.01.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,7039348,30.01.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,746.2,627.06,0,119.14
Factura        ,72301407,30.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,6723.5,5650,0,1073.5
Factura        ,72301490,31.01.2023 00:00:00,EUROPAPIER ROMANIA SRL,987.7,830,0,157.7
Factura        ,1500017900,03.02.2023 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,1130.2,949.74,0,180.46
Factura        ,38,04.02.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,11256,06.02.2023 00:00:00,ROYAL INTERCOM SRL,1463.69,1229.98,0,233.71
Factura        ,11257,06.02.2023 00:00:00,ROYAL INTERCOM SRL,3794.71,3188.8,0,605.91
Factura        ,72301816,06.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,2249.1,1890,0,359.1
Factura        ,72301886,07.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,2618,2200,0,418
Factura        ,11263,08.02.2023 00:00:00,ROYAL INTERCOM SRL,1356.55,1139.95,0,216.6
Factura        ,46,08.02.2023 00:00:00,PRINT DEL SRL,4184.04,3515.04,0,669
Factura        ,7039575,08.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,599,503.36,0,95.64
Factura        ,11267,09.02.2023 00:00:00,ROYAL INTERCOM SRL,511.63,429.93,0,81.7
Factura        ,1139411,10.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,450.06,378.2,0,71.86
Factura        ,7039633,10.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,371.88,312.5,0,59.38
Factura        ,72302094,10.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,2974.98,2499.98,0,475
Factura        ,14963,14.02.2023 00:00:00,PHONUS SRL,1951.6,1640,0,311.6
Factura        ,48,14.02.2023 00:00:00,PRINT DEL SRL,4178.04,3510,0,668.04
Factura        ,72302247,14.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,4878.89,4099.89,0,779
Factura        ,14983,15.02.2023 00:00:00,PHONUS SRL,1723.12,1448,0,275.12
Factura        ,69642,15.02.2023 00:00:00,TRAOLI SRL,999.47,839.9,0,159.57
Factura        ,7039723,15.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1768.94,1486.5,0,282.44
Factura        ,72302365,15.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,4655.28,3912,0,743.28
Factura        ,7522,15.02.2023 00:00:00,CONCRET CONSULT SRL,2244.85,1886.41,0,358.44
Factura        ,8897,15.02.2023 00:00:00,KOLOS GROUP SRL,807.59,678.65,0,128.94
Factura        ,11276,16.02.2023 00:00:00,ROYAL INTERCOM SRL,662.81,556.98,0,105.83
Factura        ,1139795,16.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1008.58,847.55,0,161.03
Factura        ,44989,16.02.2023 00:00:00,BRANDPAPER COMPANY S.R.L.,828.99,696.6,0,132.39
Factura        ,7039754,17.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,136.61,114.8,0,21.81
Factura        ,7136131,23.02.2023 00:00:00,DACORA PRINT SRL,2313.97,1944.51,0,369.46
Factura        ,9061,23.02.2023 00:00:00,CONCRET CONSULT SRL,1724.91,1449.5,0,275.41
Factura        ,1140435,27.02.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1021.12,858.08,0,163.04
Factura        ,57,27.02.2023 00:00:00,PRINT DEL SRL,3867.5,3250,0,617.5
Factura        ,72302974,27.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,856.78,719.98,0,136.8
Factura        ,72303021,27.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,3891.3,3270,0,621.3
Factura        ,72303137,28.02.2023 00:00:00,EUROPAPIER ROMANIA SRL,1074.51,902.94,0,171.57
Factura        ,72303206,01.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,2527.56,2124,0,403.56
Factura        ,72303473,06.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,2482.34,2086,0,396.34
Factura        ,72303501,06.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,1808.8,1520,0,288.8
Factura        ,1140940,07.03.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,370.42,311.28,0,59.14
Factura        ,65,07.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,72303569,07.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,8392.48,7052.5,0,1339.98
Factura        ,7040115,08.03.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,513.18,431.24,0,81.94
Factura        ,11494,09.03.2023 00:00:00,CONCRET CONSULT SRL,1106.07,929.46,0,176.61
Factura        ,72,10.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,72303784,10.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,1094.78,919.98,0,174.8
Factura        ,72303937,14.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,8066.28,6778.29,0,1287.99
Factura        ,76,14.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,8980,14.03.2023 00:00:00,KOLOS GROUP SRL,807.59,678.65,0,128.94
Factura        ,72304200,17.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,2153.31,1809.5,0,343.81
Factura        ,82,17.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,72304303,20.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,5747.11,4829.5,0,917.61
Factura        ,72304509,22.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,952,800,0,152
Factura        ,89,22.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,72304741,24.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,1071,900,0,171
Factura        ,92,24.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,94,27.03.2023 00:00:00,PRINT DEL SRL,3772.3,3170,0,602.3
Factura        ,7040565,29.03.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1562.79,1313.2,0,249.59
Factura        ,72305197,31.03.2023 00:00:00,EUROPAPIER ROMANIA SRL,1451.74,1219.94,0,231.8
Factura        ,9050,31.03.2023 00:00:00,KOLOS GROUP SRL,1615.18,1357.29,0,257.89
Factura        ,121119,03.04.2023 00:00:00,CONCRET CONSULT SRL,627.84,527.6,0,100.24
Factura        ,15730,03.04.2023 00:00:00,CONCRET CONSULT SRL,371.76,312.4,0,59.36
Factura        ,99,04.04.2023 00:00:00,PRINT DEL SRL,3689,3100,0,589
Factura        ,1143032,10.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,599.33,503.64,0,95.69
Factura        ,16940,10.04.2023 00:00:00,CONCRET CONSULT SRL,1888.74,1587.18,0,301.56
Factura        ,7040761,10.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,168.08,141.24,0,26.84
Factura        ,7040761,10.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,168.08,141.24,0,26.84
Factura        ,72305646,10.04.2023 00:00:00,EUROPAPIER ROMANIA SRL,4771.31,4009.5,0,761.81
Factura        ,104,11.04.2023 00:00:00,PRINT DEL SRL,3689,3100,0,589
Factura        ,2175430,11.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,232.62,195.48,0,37.14
Factura        ,72305819,12.04.2023 00:00:00,EUROPAPIER ROMANIA SRL,3658.36,3074.25,0,584.11
Factura        ,7137506,20.04.2023 00:00:00,DACORA PRINT SRL,5794.53,4869.35,0,925.18
Factura        ,72306229,21.04.2023 00:00:00,EUROPAPIER ROMANIA SRL,564.06,474,0,90.06
Factura        ,2176196,24.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,137.52,115.56,0,21.96
Factura        ,7040920,24.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,516.69,434.19,0,82.5
Factura        ,9122,25.04.2023 00:00:00,KOLOS GROUP SRL,807.59,678.65,0,128.94
Factura        ,112,26.04.2023 00:00:00,PRINT DEL SRL,3689,3100,0,589
Factura        ,7040994,26.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,267.75,225,0,42.75
Factura        ,7041018,27.04.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,267.43,224.73,0,42.7
Factura        ,7137648,27.04.2023 00:00:00,DACORA PRINT SRL,621.23,522.04,0,99.19
Factura        ,19931,02.05.2023 00:00:00,CONCRET CONSULT SRL,703.52,591.2,0,112.32
Factura        ,7041148,04.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,178.5,150,0,28.5
Factura        ,7041348,04.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,178.5,150,0,28.5
Factura        ,72306950,04.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,6176.7,5190.5,0,986.2
Factura        ,120,08.05.2023 00:00:00,PRINT DEL SRL,3446.07,2894.9,0,551.17
Factura        ,72307124,08.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,1392.3,1170,0,222.3
Factura        ,72307288,10.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,2095,1760.5,0,334.5
Factura        ,72307291,10.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,2618,2200,0,418
Factura        ,72307303,10.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,616.42,518,0,98.42
Factura        ,11388,11.05.2023 00:00:00,ROYAL INTERCOM SRL,6483.85,5448.54,0,1035.31
Factura        ,11389,11.05.2023 00:00:00,ROYAL INTERCOM SRL,1192.89,1002.88,0,190.01
Factura        ,1144726,11.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,633.39,532.26,0,101.13
Factura        ,7041303,11.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,535.5,450,0,85.5
Factura        ,7041320,11.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1488.93,1251.2,0,237.73
Factura        ,7138083,12.05.2023 00:00:00,DACORA PRINT SRL,3379.97,2840.31,0,539.66
Factura        ,72307466,12.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,2313.36,1944,0,369.36
Factura        ,7041341,15.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,151.73,127.5,0,24.23
Factura        ,7041354,15.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,775.06,651.3,0,123.76
Factura        ,126,16.05.2023 00:00:00,PRINT DEL SRL,3446.07,2894.9,0,551.17
Factura        ,15320,16.05.2023 00:00:00,PHONUS SRL,1986.11,1669,0,317.11
Factura        ,22770,17.05.2023 00:00:00,CONCRET CONSULT SRL,1178.27,990.13,0,188.14
Factura        ,7041421,17.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1081.81,909.08,0,172.73
Factura        ,9198,17.05.2023 00:00:00,KOLOS GROUP SRL,1043.07,876.53,0,166.54
Factura        ,2178335,18.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,2154.5,1810.5,0,344
Factura        ,72307921,18.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,3109.47,2613,0,496.47
Factura        ,9207,18.05.2023 00:00:00,KOLOS GROUP SRL,807.55,678.61,0,128.94
Factura        ,131,20.05.2023 00:00:00,PRINT DEL SRL,3446.07,2894.9,0,551.17
Factura        ,72308093,22.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,1630.3,1370,0,260.3
Factura        ,1145519,23.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,116.1,97.56,0,18.54
Factura        ,24565,23.05.2023 00:00:00,KOSYB GROUP S.R.L.,656,550.45,0,105.55
Factura        ,72308173,23.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,1466.5,1232.35,0,234.15
Factura        ,104363,24.05.2023 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,2482.63,2086.08,0,396.55
Factura        ,15365,24.05.2023 00:00:00,PHONUS SRL,5128.9,4310,0,818.9
Factura        ,23972,24.05.2023 00:00:00,CONCRET CONSULT SRL,2846.35,2391.9,0,454.45
Factura        ,24060,24.05.2023 00:00:00,CONCRET CONSULT SRL,208.98,175.61,0,33.37
Factura        ,7041546,24.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,552.16,464,0,88.16
Factura        ,71103,24.05.2023 00:00:00,TRAOLI SRL,926.71,778.75,0,147.96
Factura        ,1145697,25.05.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,680.09,571.5,0,108.59
Factura        ,138,25.05.2023 00:00:00,PRINT DEL SRL,3321.24,2790,0,531.24
Factura        ,72308352,25.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,675.92,568,0,107.92
Factura        ,7138480,26.05.2023 00:00:00,DACORA PRINT SRL,6410.8,5387.54,0,1023.26
Factura        ,72308415,26.05.2023 00:00:00,EUROPAPIER ROMANIA SRL,11968.93,10057.91,0,1911.02
Factura        ,9253,29.05.2023 00:00:00,KOLOS GROUP SRL,1182.84,993.98,0,188.86
Factura        ,143,01.06.2023 00:00:00,PRINT DEL SRL,3321.24,2790,0,531.24
Factura        ,145,06.06.2023 00:00:00,PRINT DEL SRL,3321.24,2790,0,531.24
Factura        ,135256,07.06.2023 00:00:00,MULTI-JET S.R.L.,2266.57,1904.68,0,361.89
Factura        ,25671,07.06.2023 00:00:00,CONCRET CONSULT SRL,121,101.68,0,19.32
Factura        ,72308905,07.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,2469.25,2075,0,394.25
Factura        ,148,08.06.2023 00:00:00,PRINT DEL SRL,3321.24,2790,0,531.24
Factura        ,26030,08.06.2023 00:00:00,CONCRET CONSULT SRL,1525.64,1282.05,0,243.59
Factura        ,149,09.06.2023 00:00:00,PRINT DEL SRL,3321.24,2790,0,531.24
Factura        ,72309072,09.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,6086.85,5115,0,971.85
Factura        ,72309163,12.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,907.38,762.5,0,144.88
Factura        ,72309201,12.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,1309,1100,0,209
Factura        ,27124,14.06.2023 00:00:00,CONCRET CONSULT SRL,991.71,833.38,0,158.33
Factura        ,159,15.06.2023 00:00:00,PRINT DEL SRL,3321.24,2790,0,531.24
Factura        ,7041830,15.06.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1090.96,916.77,0,174.19
Factura        ,7041838,15.06.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,428.4,360,0,68.4
Factura        ,72309479,15.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,4065.04,3416,0,649.04
Factura        ,163,20.06.2023 00:00:00,PRINT DEL SRL,3296.3,2770,0,526.3
Factura        ,9328,20.06.2023 00:00:00,KOLOS GROUP SRL,2496.18,2097.63,0,398.55
Factura        ,9337,21.06.2023 00:00:00,KOLOS GROUP SRL,832.06,699.21,0,132.85
Factura        ,7041954,22.06.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1054.28,885.95,0,168.33
Factura        ,9344,22.06.2023 00:00:00,KOLOS GROUP SRL,3480.68,2924.93,0,555.75
Factura        ,169,23.06.2023 00:00:00,PRINT DEL SRL,3296.3,2770,0,526.3
Factura        ,72310189,23.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,3469.45,2915.5,0,553.95
Factura        ,11441,26.06.2023 00:00:00,ROYAL INTERCOM SRL,280.83,235.99,0,44.84
Factura        ,1147414,26.06.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,818.3,687.65,0,130.65
Factura        ,72310287,27.06.2023 00:00:00,EUROPAPIER ROMANIA SRL,4367.9,3670.5,0,697.4
Factura        ,7042060,28.06.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,683.06,574,0,109.06
Factura        ,177,30.06.2023 00:00:00,PRINT DEL SRL,3201.1,2690,0,511.1
Factura        ,29872,30.06.2023 00:00:00,CONCRET CONSULT SRL,965.34,811.21,0,154.13
Factura        ,4200016716,03.07.2023 00:00:00,EUROCOM SA,398.64,334.99,0,63.65
Factura        ,1148152,06.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,306.21,257.32,0,48.89
Factura        ,186,06.07.2023 00:00:00,PRINT DEL SRL,3083.24,2590,0,493.24
Factura        ,72311010,06.07.2023 00:00:00,EUROPAPIER ROMANIA SRL,2612.05,2195,0,417.05
Factura        ,188,07.07.2023 00:00:00,PRINT DEL SRL,3089.19,2595,0,494.19
Factura        ,7042160,07.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,880.71,740.09,0,140.62
Factura        ,15564,11.07.2023 00:00:00,PHONUS SRL,2114.63,1777,0,337.63
Factura        ,2182417,11.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,284.48,239.06,0,45.42
Factura        ,23083582,11.07.2023 00:00:00,SOF SERVICE SRL,320,268,0,52
Factura        ,31313,11.07.2023 00:00:00,CONCRET CONSULT SRL,2064.38,1734.8,0,329.58
Factura        ,72311304,11.07.2023 00:00:00,EUROPAPIER ROMANIA SRL,7366.1,6190,0,1176.1
Factura        ,1148640,13.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,306.21,257.32,0,48.89
Factura        ,196,13.07.2023 00:00:00,PRINT DEL SRL,3089.19,2595,0,494.19
Factura        ,7042258,13.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1667.9,1401.6,0,266.3
Factura        ,2182837,17.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,182.83,153.64,0,29.19
Factura        ,7042284,17.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1695.94,1425.16,0,270.78
Factura        ,11462,18.07.2023 00:00:00,ROYAL INTERCOM SRL,899.64,756,0,143.64
Factura        ,72311987,20.07.2023 00:00:00,EUROPAPIER ROMANIA SRL,2623.95,2205,0,418.95
Factura        ,11471,24.07.2023 00:00:00,ROYAL INTERCOM SRL,2241.91,1883.95,0,357.96
Factura        ,72312196,24.07.2023 00:00:00,EUROPAPIER ROMANIA SRL,5105.1,4290,0,815.1
Factura        ,11478,26.07.2023 00:00:00,ROYAL INTERCOM SRL,1325.57,1113.91,0,211.66
Factura        ,11479,26.07.2023 00:00:00,ROYAL INTERCOM SRL,1524.8,1281.3,0,243.5
Factura        ,211,27.07.2023 00:00:00,PRINT DEL SRL,2939.3,2470,0,469.3
Factura        ,7042458,27.07.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,440.24,369.95,0,70.29
Factura        ,72312563,28.07.2023 00:00:00,EUROPAPIER ROMANIA SRL,3927,3300,0,627
Factura        ,34024,31.07.2023 00:00:00,CONCRET CONSULT SRL,1529.43,1285.24,0,244.19
Factura        ,11489,02.08.2023 00:00:00,ROYAL INTERCOM SRL,235.62,198,0,37.62
Factura        ,215,03.08.2023 00:00:00,PRINT DEL SRL,2939.3,2470,0,469.3
Factura        ,1150021,07.08.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,460.11,386.65,0,73.46
Factura        ,15687,07.08.2023 00:00:00,PHONUS SRL,1545.81,1299,0,246.81
Factura        ,35012,07.08.2023 00:00:00,CONCRET CONSULT SRL,4053.73,3406.49,0,647.24
Factura        ,7042619,07.08.2023 00:00:00,LECOM BIROTICA ARDEAL SRL,1776.67,1492.99,0,283.68
Factura        ,7140265,07.08.2023 00:00:00,DACORA PRINT SRL,5816.98,4888.22,0,928.76
